Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_jugador_lesion,Titulares_cambiados_jornada_anterior,Puntos_y,cut1_y,cut2_y
Celta de Vigo,Jornada 15,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Deportivo,Jornada 15,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Eibar,Jornada 15,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Espanyol,Jornada 15,Temporada2017,0,1,2,"-0,2812556","-0,143715","0,5605582"
Granada,Jornada 15,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Las Palmas,Jornada 15,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Leganés,Jornada 15,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Málaga,Jornada 15,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 15,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Betis,Jornada 15,Temporada2017,2,1,3,"-0,9627851","0,5378145","1,2420877"
Real Madrid,Jornada 15,Temporada2017,1,0,8,"-0,5055","0,0805294","0,7848026"
Real Sociedad,Jornada 15,Temporada2017,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Real Sporting,Jornada 15,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 15,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Valencia,Jornada 15,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Villarreal,Jornada 15,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 16,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 16,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 16,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 16,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Celta de Vigo,Jornada 16,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Deportivo,Jornada 16,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Eibar,Jornada 16,Temporada2017,1,1,0,"-0,5671086","0,142138","0,8464112"
Espanyol,Jornada 16,Temporada2017,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Granada,Jornada 16,Temporada2017,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Las Palmas,Jornada 16,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Leganés,Jornada 16,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Málaga,Jornada 16,Temporada2017,2,1,1,"-0,9188557","0,4938851","1,1981583"
Osasuna,Jornada 16,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Betis,Jornada 16,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Real Madrid,Jornada 16,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Real Sociedad,Jornada 16,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Sporting,Jornada 16,Temporada2017,2,0,0,"-0,6595648","0,2345942","0,9388674"
Sevilla,Jornada 16,Temporada2017,2,0,2,"-0,7034942","0,2785236","0,9827968"
Valencia,Jornada 16,Temporada2017,0,1,7,"-0,3910791","-0,0338915","0,6703817"
Villarreal,Jornada 16,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Alavés,Jornada 17,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 17,Temporada2017,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Atlético Madrid,Jornada 17,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Barcelona,Jornada 17,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Celta de Vigo,Jornada 17,Temporada2017,0,1,2,"-0,2812556","-0,143715","0,5605582"
Deportivo,Jornada 17,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 17,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Espanyol,Jornada 17,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Granada,Jornada 17,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Las Palmas,Jornada 17,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Leganés,Jornada 17,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Málaga,Jornada 17,Temporada2017,1,1,4,"-0,6549674","0,2299968","0,93427"
Osasuna,Jornada 17,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Betis,Jornada 17,Temporada2017,1,1,4,"-0,6549674","0,2299968","0,93427"
Real Madrid,Jornada 17,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Sociedad,Jornada 17,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Sporting,Jornada 17,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Sevilla,Jornada 17,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 17,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Villarreal,Jornada 17,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Alavés,Jornada 18,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 18,Temporada2017,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Atlético Madrid,Jornada 18,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Barcelona,Jornada 18,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Celta de Vigo,Jornada 18,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Deportivo,Jornada 18,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Eibar,Jornada 18,Temporada2017,0,1,2,"-0,2812556","-0,143715","0,5605582"
Espanyol,Jornada 18,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Granada,Jornada 18,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Las Palmas,Jornada 18,Temporada2017,1,1,4,"-0,6549674","0,2299968","0,93427"
Leganés,Jornada 18,Temporada2017,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Málaga,Jornada 18,Temporada2017,0,1,2,"-0,2812556","-0,143715","0,5605582"
Osasuna,Jornada 18,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 18,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Madrid,Jornada 18,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 18,Temporada2017,2,0,4,"-0,7474236","0,322453","1,0267262"
Real Sporting,Jornada 18,Temporada2017,1,1,6,"-0,6988968","0,2739262","0,9781994"
Sevilla,Jornada 18,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Valencia,Jornada 18,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 18,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Alavés,Jornada 19,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 19,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Atlético Madrid,Jornada 19,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Barcelona,Jornada 19,Temporada2017,0,1,4,"-0,325185","-0,0997856","0,6044876"
Celta de Vigo,Jornada 19,Temporada2017,0,0,9,"-0,1976823","-0,2272883","0,4769849"
Deportivo,Jornada 19,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Eibar,Jornada 19,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Espanyol,Jornada 19,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Granada,Jornada 19,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Las Palmas,Jornada 19,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Leganés,Jornada 19,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Málaga,Jornada 19,Temporada2017,1,1,3,"-0,6330027","0,2080321","0,9123053"
Osasuna,Jornada 19,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 19,Temporada2017,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Madrid,Jornada 19,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Real Sociedad,Jornada 19,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sporting,Jornada 19,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Sevilla,Jornada 19,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Valencia,Jornada 19,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 19,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 20,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 20,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Atlético Madrid,Jornada 20,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Barcelona,Jornada 20,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Celta de Vigo,Jornada 20,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Deportivo,Jornada 20,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 20,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 20,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Granada,Jornada 20,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Las Palmas,Jornada 20,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Leganés,Jornada 20,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Málaga,Jornada 20,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 20,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 20,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Madrid,Jornada 20,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sociedad,Jornada 20,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sporting,Jornada 20,Temporada2017,2,1,1,"-0,9188557","0,4938851","1,1981583"
Sevilla,Jornada 20,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 20,Temporada2017,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Villarreal,Jornada 20,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 21,Temporada2017,0,0,9,"-0,1976823","-0,2272883","0,4769849"
Athletic Bilbao,Jornada 21,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Atlético Madrid,Jornada 21,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 21,Temporada2017,1,1,4,"-0,6549674","0,2299968","0,93427"
Celta de Vigo,Jornada 21,Temporada2017,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Deportivo,Jornada 21,Temporada2017,1,1,4,"-0,6549674","0,2299968","0,93427"
Eibar,Jornada 21,Temporada2017,1,1,3,"-0,6330027","0,2080321","0,9123053"
Espanyol,Jornada 21,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Granada,Jornada 21,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Las Palmas,Jornada 21,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 21,Temporada2017,1,0,5,"-0,4396059","0,0146353","0,7189085"
Málaga,Jornada 21,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Osasuna,Jornada 21,Temporada2017,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Betis,Jornada 21,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 21,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 21,Temporada2017,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Sporting,Jornada 21,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Sevilla,Jornada 21,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Valencia,Jornada 21,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Villarreal,Jornada 21,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 22,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Athletic Bilbao,Jornada 22,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 22,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Barcelona,Jornada 22,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Celta de Vigo,Jornada 22,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Deportivo,Jornada 22,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Eibar,Jornada 22,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Espanyol,Jornada 22,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Granada,Jornada 22,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Las Palmas,Jornada 22,Temporada2017,1,0,5,"-0,4396059","0,0146353","0,7189085"
Leganés,Jornada 22,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Málaga,Jornada 22,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Osasuna,Jornada 22,Temporada2017,2,1,4,"-0,9847498","0,5597792","1,2640524"
Real Betis,Jornada 22,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Madrid,Jornada 22,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Real Sociedad,Jornada 22,Temporada2017,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Sporting,Jornada 22,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Sevilla,Jornada 22,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 22,Temporada2017,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Villarreal,Jornada 22,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 23,Temporada2017,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Athletic Bilbao,Jornada 23,Temporada2017,2,1,5,"-1,0067145","0,5817439","1,2860171"
Atlético Madrid,Jornada 23,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 23,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Celta de Vigo,Jornada 23,Temporada2017,0,1,8,"-0,4130438","-0,0119268","0,6923464"
Deportivo,Jornada 23,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 23,Temporada2017,2,0,3,"-0,7254589","0,3004883","1,0047615"
Espanyol,Jornada 23,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Granada,Jornada 23,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Las Palmas,Jornada 23,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 23,Temporada2017,1,0,5,"-0,4396059","0,0146353","0,7189085"
Málaga,Jornada 23,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Osasuna,Jornada 23,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Betis,Jornada 23,Temporada2017,2,0,2,"-0,7034942","0,2785236","0,9827968"
Real Madrid,Jornada 23,Temporada2017,1,0,7,"-0,4835353","0,0585647","0,7628379"
Real Sociedad,Jornada 23,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sporting,Jornada 23,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Sevilla,Jornada 23,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Valencia,Jornada 23,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Villarreal,Jornada 23,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Alavés,Jornada 24,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Athletic Bilbao,Jornada 24,Temporada2017,1,1,5,"-0,6769321","0,2519615","0,9562347"
Atlético Madrid,Jornada 24,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 24,Temporada2017,1,1,3,"-0,6330027","0,2080321","0,9123053"
Celta de Vigo,Jornada 24,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Deportivo,Jornada 24,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Eibar,Jornada 24,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Espanyol,Jornada 24,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Granada,Jornada 24,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Las Palmas,Jornada 24,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Leganés,Jornada 24,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Málaga,Jornada 24,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Osasuna,Jornada 24,Temporada2017,1,1,4,"-0,6549674","0,2299968","0,93427"
Real Betis,Jornada 24,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 24,Temporada2017,0,1,7,"-0,3910791","-0,0338915","0,6703817"
Real Sociedad,Jornada 24,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Real Sporting,Jornada 24,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Sevilla,Jornada 24,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 24,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 24,Temporada2017,0,1,2,"-0,2812556","-0,143715","0,5605582"
Alavés,Jornada 25,Temporada2017,1,0,7,"-0,4835353","0,0585647","0,7628379"
Athletic Bilbao,Jornada 25,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Atlético Madrid,Jornada 25,Temporada2017,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Barcelona,Jornada 25,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 25,Temporada2017,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Deportivo,Jornada 25,Temporada2017,1,0,5,"-0,4396059","0,0146353","0,7189085"
Eibar,Jornada 25,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Espanyol,Jornada 25,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Granada,Jornada 25,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Las Palmas,Jornada 25,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 25,Temporada2017,1,0,8,"-0,5055","0,0805294","0,7848026"
Málaga,Jornada 25,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Osasuna,Jornada 25,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Real Betis,Jornada 25,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Real Madrid,Jornada 25,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 25,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Real Sporting,Jornada 25,Temporada2017,1,0,7,"-0,4835353","0,0585647","0,7628379"
Sevilla,Jornada 25,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Valencia,Jornada 25,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 25,Temporada2017,1,1,6,"-0,6988968","0,2739262","0,9781994"
Alavés,Jornada 26,Temporada2017,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Athletic Bilbao,Jornada 26,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Atlético Madrid,Jornada 26,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 26,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 26,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Deportivo,Jornada 26,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Eibar,Jornada 26,Temporada2017,1,1,4,"-0,6549674","0,2299968","0,93427"
Espanyol,Jornada 26,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Granada,Jornada 26,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Las Palmas,Jornada 26,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Leganés,Jornada 26,Temporada2017,0,0,8,"-0,1757176","-0,249253","0,4550202"
Málaga,Jornada 26,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 26,Temporada2017,0,1,8,"-0,4130438","-0,0119268","0,6923464"
Real Betis,Jornada 26,Temporada2017,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Real Madrid,Jornada 26,Temporada2017,0,0,8,"-0,1757176","-0,249253","0,4550202"
Real Sociedad,Jornada 26,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sporting,Jornada 26,Temporada2017,1,1,7,"-0,7208615","0,2958909","1,0001641"
Sevilla,Jornada 26,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Valencia,Jornada 26,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 26,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Alavés,Jornada 27,Temporada2017,1,1,1,"-0,5890733","0,1641027","0,8683759"
Athletic Bilbao,Jornada 27,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 27,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 27,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 27,Temporada2017,1,0,5,"-0,4396059","0,0146353","0,7189085"
Deportivo,Jornada 27,Temporada2017,1,1,5,"-0,6769321","0,2519615","0,9562347"
Eibar,Jornada 27,Temporada2017,0,0,11,"-0,2416117","-0,1833589","0,5209143"
Espanyol,Jornada 27,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Granada,Jornada 27,Temporada2017,2,0,5,"-0,7693883","0,3444177","1,0486909"
Las Palmas,Jornada 27,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Leganés,Jornada 27,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Málaga,Jornada 27,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Osasuna,Jornada 27,Temporada2017,0,0,11,"-0,2416117","-0,1833589","0,5209143"
Real Betis,Jornada 27,Temporada2017,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Madrid,Jornada 27,Temporada2017,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Sociedad,Jornada 27,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sporting,Jornada 27,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Sevilla,Jornada 27,Temporada2017,1,0,7,"-0,4835353","0,0585647","0,7628379"
Valencia,Jornada 27,Temporada2017,2,0,1,"-0,6815295","0,2565589","0,9608321"
Villarreal,Jornada 27,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 28,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 28,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Atlético Madrid,Jornada 28,Temporada2017,1,1,3,"-0,6330027","0,2080321","0,9123053"
Barcelona,Jornada 28,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Celta de Vigo,Jornada 28,Temporada2017,1,1,6,"-0,6988968","0,2739262","0,9781994"
Deportivo,Jornada 28,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 28,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Espanyol,Jornada 28,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Granada,Jornada 28,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Las Palmas,Jornada 28,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Leganés,Jornada 28,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Málaga,Jornada 28,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 28,Temporada2017,0,0,0,0,"-0,4249706","0,2793026"
Real Betis,Jornada 28,Temporada2017,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Madrid,Jornada 28,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 28,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sporting,Jornada 28,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Sevilla,Jornada 28,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Valencia,Jornada 28,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Villarreal,Jornada 28,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 29,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 29,Temporada2017,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Atlético Madrid,Jornada 29,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Barcelona,Jornada 29,Temporada2017,0,1,4,"-0,325185","-0,0997856","0,6044876"
Celta de Vigo,Jornada 29,Temporada2017,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Deportivo,Jornada 29,Temporada2017,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Eibar,Jornada 29,Temporada2017,2,1,0,"-0,896891","0,4719204","1,1761936"
Espanyol,Jornada 29,Temporada2017,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Granada,Jornada 29,Temporada2017,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Las Palmas,Jornada 29,Temporada2017,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Leganés,Jornada 29,Temporada2017,0,0,2,"-0,0439294","-0,3810412","0,323232"
Málaga,Jornada 29,Temporada2017,1,1,2,"-0,611038","0,1860674","0,8903406"
Osasuna,Jornada 29,Temporada2017,1,0,6,"-0,4615706","0,0366","0,7408732"
Real Betis,Jornada 29,Temporada2017,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Madrid,Jornada 29,Temporada2017,1,1,5,"-0,6769321","0,2519615","0,9562347"
