Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_lesion_partido,Titulares_cambio_jornadapasada,y_lambda,exp_lambda
Deportivo,Jornada 15,Temporada2017,0,0,0,"0,315098","1,4"
Deportivo,Jornada 16,Temporada2017,0,0,0,"0,315098","1,4"
Deportivo,Jornada 17,Temporada2017,0,0,2,"0,280908","1,3"
Deportivo,Jornada 18,Temporada2017,0,0,4,"0,246718","1,3"
Deportivo,Jornada 19,Temporada2017,1,0,2,"0,196804","1,2"
Deportivo,Jornada 20,Temporada2017,0,0,2,"0,280908","1,3"
Deportivo,Jornada 21,Temporada2017,1,1,4,"0,269639","1,3"
Deportivo,Jornada 22,Temporada2017,0,0,5,"0,229623","1,3"
Deportivo,Jornada 23,Temporada2017,0,0,3,"0,263813","1,3"
Deportivo,Jornada 24,Temporada2017,0,0,4,"0,246718","1,3"
Deportivo,Jornada 25,Temporada2017,1,0,5,"0,145519","1,2"
Deportivo,Jornada 26,Temporada2017,1,0,1,"0,213899","1,2"
Deportivo,Jornada 27,Temporada2017,1,1,5,"0,252544","1,3"
Deportivo,Jornada 28,Temporada2017,0,0,2,"0,280908","1,3"
Deportivo,Jornada 29,Temporada2017,0,0,5,"0,229623","1,3"
Deportivo,Jornada 30,Temporada2017,0,0,5,"0,229623","1,3"
Deportivo,Jornada 31,Temporada2017,1,1,2,"0,303829","1,4"
Deportivo,Jornada 32,Temporada2017,0,0,2,"0,280908","1,3"
Deportivo,Jornada 33,Temporada2017,0,0,5,"0,229623","1,3"
Deportivo,Jornada 34,Temporada2017,0,0,3,"0,263813","1,3"
Deportivo,Jornada 35,Temporada2017,1,0,4,"0,162614","1,2"
Deportivo,Jornada 36,Temporada2017,0,0,3,"0,263813","1,3"
Deportivo,Jornada 37,Temporada2017,0,0,2,"0,280908","1,3"
Deportivo,Jornada 38,Temporada2017,0,0,3,"0,263813","1,3"
Deportivo,Jornada 1,Temporada2018,0,1,0,"0,422124","1,5"
Deportivo,Jornada 2,Temporada2018,0,0,1,"0,298003","1,3"
Deportivo,Jornada 3,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 4,Temporada2018,0,1,5,"0,336649","1,4"
Deportivo,Jornada 5,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 6,Temporada2018,0,0,1,"0,298003","1,3"
Deportivo,Jornada 7,Temporada2018,1,0,1,"0,213899","1,2"
Deportivo,Jornada 8,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 9,Temporada2018,0,0,1,"0,298003","1,3"
Deportivo,Jornada 10,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 11,Temporada2018,1,1,0,"0,338019","1,4"
Deportivo,Jornada 12,Temporada2018,1,0,2,"0,196804","1,2"
Deportivo,Jornada 13,Temporada2018,0,0,5,"0,229623","1,3"
Deportivo,Jornada 14,Temporada2018,0,0,2,"0,280908","1,3"
Deportivo,Jornada 15,Temporada2018,0,0,2,"0,280908","1,3"
Deportivo,Jornada 16,Temporada2018,0,0,0,"0,315098","1,4"
Deportivo,Jornada 17,Temporada2018,1,0,1,"0,213899","1,2"
Deportivo,Jornada 18,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 19,Temporada2018,0,0,1,"0,298003","1,3"
Deportivo,Jornada 20,Temporada2018,0,1,2,"0,387934","1,5"
Deportivo,Jornada 21,Temporada2018,1,1,2,"0,303829","1,4"
Deportivo,Jornada 22,Temporada2018,0,0,4,"0,246718","1,3"
Deportivo,Jornada 23,Temporada2018,0,1,4,"0,353744","1,4"
Deportivo,Jornada 24,Temporada2018,1,0,1,"0,213899","1,2"
Deportivo,Jornada 25,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 26,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 27,Temporada2018,0,0,7,"0,195433","1,2"
Deportivo,Jornada 28,Temporada2018,2,1,2,"0,219725","1,2"
Deportivo,Jornada 29,Temporada2018,0,0,3,"0,263813","1,3"
Deportivo,Jornada 30,Temporada2018,0,0,2,"0,280908","1,3"
Deportivo,Jornada 31,Temporada2018,0,0,1,"0,298003","1,3"
Deportivo,Jornada 32,Temporada2018,0,1,4,"0,353744","1,4"
Deportivo,Jornada 33,Temporada2018,0,1,1,"0,405029","1,5"
Deportivo,Jornada 34,Temporada2018,0,0,1,"0,298003","1,3"
Deportivo,Jornada 35,Temporada2018,0,0,2,"0,280908","1,3"
Deportivo,Jornada 36,Temporada2018,0,1,1,"0,405029","1,5"
Deportivo,Jornada 37,Temporada2018,1,0,3,"0,179709","1,2"
Deportivo,Jornada 38,Temporada2018,1,1,6,"0,235449","1,3"
Eibar,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Eibar,Jornada 2,Temporada2017,1,1,4,"0,269639","1,3"
Eibar,Jornada 3,Temporada2017,0,0,3,"0,263813","1,3"
Eibar,Jornada 4,Temporada2017,0,0,3,"0,263813","1,3"
Eibar,Jornada 5,Temporada2017,1,0,9,"0,077139","1,1"
Eibar,Jornada 6,Temporada2017,0,0,8,"0,178338","1,2"
Eibar,Jornada 7,Temporada2017,1,0,3,"0,179709","1,2"
Eibar,Jornada 8,Temporada2017,1,0,1,"0,213899","1,2"
Eibar,Jornada 9,Temporada2017,0,0,3,"0,263813","1,3"
Eibar,Jornada 10,Temporada2017,1,0,0,"0,230994","1,3"
Eibar,Jornada 11,Temporada2017,0,0,1,"0,298003","1,3"
Eibar,Jornada 12,Temporada2017,1,1,1,"0,320924","1,4"
Eibar,Jornada 13,Temporada2017,0,0,0,"0,315098","1,4"
Eibar,Jornada 14,Temporada2017,0,0,1,"0,298003","1,3"
Eibar,Jornada 15,Temporada2017,1,0,3,"0,179709","1,2"
Eibar,Jornada 16,Temporada2017,1,1,0,"0,338019","1,4"
Eibar,Jornada 17,Temporada2017,0,0,4,"0,246718","1,3"
Eibar,Jornada 18,Temporada2017,0,1,2,"0,387934","1,5"
Eibar,Jornada 19,Temporada2017,1,1,1,"0,320924","1,4"
Eibar,Jornada 20,Temporada2017,1,0,2,"0,196804","1,2"
Eibar,Jornada 21,Temporada2017,1,1,3,"0,286734","1,3"
Eibar,Jornada 22,Temporada2017,1,1,2,"0,303829","1,4"
Eibar,Jornada 23,Temporada2017,2,0,3,"0,095604","1,1"
Eibar,Jornada 24,Temporada2017,1,0,3,"0,179709","1,2"
Eibar,Jornada 25,Temporada2017,1,0,3,"0,179709","1,2"
Eibar,Jornada 26,Temporada2017,1,1,4,"0,269639","1,3"
Eibar,Jornada 27,Temporada2017,0,0,11,"0,127053","1,1"
Eibar,Jornada 28,Temporada2017,0,0,0,"0,315098","1,4"
Eibar,Jornada 29,Temporada2017,2,1,0,"0,253915","1,3"
Eibar,Jornada 30,Temporada2017,0,1,3,"0,370839","1,4"
Eibar,Jornada 31,Temporada2017,0,0,3,"0,263813","1,3"
Eibar,Jornada 32,Temporada2017,1,1,2,"0,303829","1,4"
Eibar,Jornada 33,Temporada2017,1,1,2,"0,303829","1,4"
Eibar,Jornada 34,Temporada2017,0,0,5,"0,229623","1,3"
Eibar,Jornada 35,Temporada2017,0,0,3,"0,263813","1,3"
Eibar,Jornada 36,Temporada2017,1,1,3,"0,286734","1,3"
Eibar,Jornada 37,Temporada2017,0,0,4,"0,246718","1,3"
Eibar,Jornada 38,Temporada2017,1,1,4,"0,269639","1,3"
Eibar,Jornada 1,Temporada2018,1,0,0,"0,230994","1,3"
Eibar,Jornada 2,Temporada2018,1,0,0,"0,230994","1,3"
Eibar,Jornada 3,Temporada2018,1,1,3,"0,286734","1,3"
Eibar,Jornada 4,Temporada2018,0,0,3,"0,263813","1,3"
Eibar,Jornada 5,Temporada2018,1,0,3,"0,179709","1,2"
Eibar,Jornada 6,Temporada2018,1,0,4,"0,162614","1,2"
Eibar,Jornada 7,Temporada2018,1,0,5,"0,145519","1,2"
Eibar,Jornada 8,Temporada2018,2,1,3,"0,20263","1,2"
Eibar,Jornada 9,Temporada2018,1,0,5,"0,145519","1,2"
Eibar,Jornada 10,Temporada2018,1,0,3,"0,179709","1,2"
Eibar,Jornada 11,Temporada2018,1,0,3,"0,179709","1,2"
Eibar,Jornada 12,Temporada2018,0,0,6,"0,212528","1,2"
Eibar,Jornada 13,Temporada2018,0,0,1,"0,298003","1,3"
Eibar,Jornada 14,Temporada2018,1,0,1,"0,213899","1,2"
Eibar,Jornada 15,Temporada2018,1,0,1,"0,213899","1,2"
Eibar,Jornada 16,Temporada2018,0,0,1,"0,298003","1,3"
Eibar,Jornada 17,Temporada2018,0,0,2,"0,280908","1,3"
Eibar,Jornada 18,Temporada2018,1,1,2,"0,303829","1,4"
Eibar,Jornada 19,Temporada2018,0,0,1,"0,298003","1,3"
Eibar,Jornada 20,Temporada2018,1,1,2,"0,303829","1,4"
Eibar,Jornada 21,Temporada2018,1,0,6,"0,128424","1,1"
Eibar,Jornada 22,Temporada2018,0,0,3,"0,263813","1,3"
Eibar,Jornada 23,Temporada2018,1,0,0,"0,230994","1,3"
Eibar,Jornada 24,Temporada2018,1,1,1,"0,320924","1,4"
Eibar,Jornada 25,Temporada2018,2,0,3,"0,095604","1,1"
Eibar,Jornada 26,Temporada2018,1,0,7,"0,111329","1,1"
Eibar,Jornada 27,Temporada2018,0,1,6,"0,319554","1,4"
Eibar,Jornada 28,Temporada2018,1,1,5,"0,252544","1,3"
Eibar,Jornada 29,Temporada2018,1,0,1,"0,213899","1,2"
Eibar,Jornada 30,Temporada2018,1,1,4,"0,269639","1,3"
Eibar,Jornada 31,Temporada2018,1,0,3,"0,179709","1,2"
Eibar,Jornada 32,Temporada2018,0,1,3,"0,370839","1,4"
Eibar,Jornada 33,Temporada2018,1,0,7,"0,111329","1,1"
Eibar,Jornada 34,Temporada2018,1,0,4,"0,162614","1,2"
Eibar,Jornada 35,Temporada2018,0,1,4,"0,353744","1,4"
Eibar,Jornada 36,Temporada2018,0,1,1,"0,405029","1,5"
Eibar,Jornada 37,Temporada2018,1,1,3,"0,286734","1,3"
Eibar,Jornada 38,Temporada2018,1,0,3,"0,179709","1,2"
Eibar,Jornada 1,Temporada2019,1,0,0,"0,230994","1,3"
Eibar,Jornada 2,Temporada2019,0,0,2,"0,280908","1,3"
Eibar,Jornada 3,Temporada2019,1,1,4,"0,269639","1,3"
Eibar,Jornada 4,Temporada2019,0,1,4,"0,353744","1,4"
Eibar,Jornada 5,Temporada2019,1,1,5,"0,252544","1,3"
Eibar,Jornada 6,Temporada2019,0,1,8,"0,285364","1,3"
Eibar,Jornada 7,Temporada2019,1,0,7,"0,111329","1,1"
Eibar,Jornada 8,Temporada2019,0,0,5,"0,229623","1,3"
Eibar,Jornada 9,Temporada2019,0,0,2,"0,280908","1,3"
Eibar,Jornada 10,Temporada2019,2,1,2,"0,219725","1,2"
Eibar,Jornada 11,Temporada2019,1,0,3,"0,179709","1,2"
Eibar,Jornada 12,Temporada2019,0,0,3,"0,263813","1,3"
Eibar,Jornada 13,Temporada2019,0,0,3,"0,263813","1,3"
Eibar,Jornada 14,Temporada2019,0,0,1,"0,298003","1,3"
Eibar,Jornada 15,Temporada2019,1,0,1,"0,213899","1,2"
Eibar,Jornada 16,Temporada2019,0,0,1,"0,298003","1,3"
Eibar,Jornada 17,Temporada2019,1,1,3,"0,286734","1,3"
Eibar,Jornada 18,Temporada2019,1,1,2,"0,303829","1,4"
Eibar,Jornada 19,Temporada2019,0,0,2,"0,280908","1,3"
Eibar,Jornada 20,Temporada2019,0,0,2,"0,280908","1,3"
Eibar,Jornada 21,Temporada2019,1,0,1,"0,213899","1,2"
Eibar,Jornada 22,Temporada2019,0,0,3,"0,263813","1,3"
Eibar,Jornada 23,Temporada2019,1,1,1,"0,320924","1,4"
Eibar,Jornada 24,Temporada2019,1,0,1,"0,213899","1,2"
Eibar,Jornada 25,Temporada2019,1,0,1,"0,213899","1,2"
Eibar,Jornada 26,Temporada2019,1,0,3,"0,179709","1,2"
Eibar,Jornada 27,Temporada2019,0,0,2,"0,280908","1,3"
Eibar,Jornada 28,Temporada2019,0,0,2,"0,280908","1,3"
Eibar,Jornada 29,Temporada2019,0,0,4,"0,246718","1,3"
Eibar,Jornada 30,Temporada2019,0,1,5,"0,336649","1,4"
Eibar,Jornada 31,Temporada2019,1,1,5,"0,252544","1,3"
Eibar,Jornada 32,Temporada2019,1,0,1,"0,213899","1,2"
Eibar,Jornada 33,Temporada2019,0,0,0,"0,315098","1,4"
Eibar,Jornada 34,Temporada2019,0,0,11,"0,127053","1,1"
Eibar,Jornada 35,Temporada2019,1,0,0,"0,230994","1,3"
Eibar,Jornada 36,Temporada2019,1,0,2,"0,196804","1,2"
Eibar,Jornada 37,Temporada2019,1,1,1,"0,320924","1,4"
Eibar,Jornada 38,Temporada2019,1,0,2,"0,196804","1,2"
Eibar,Jornada 1,Temporada2020,1,0,0,"0,230994","1,3"
Eibar,Jornada 2,Temporada2020,1,0,3,"0,179709","1,2"
Eibar,Jornada 3,Temporada2020,0,1,5,"0,336649","1,4"
Eibar,Jornada 4,Temporada2020,1,0,2,"0,196804","1,2"
Eibar,Jornada 5,Temporada2020,1,0,2,"0,196804","1,2"
Eibar,Jornada 6,Temporada2020,1,0,1,"0,213899","1,2"
Eibar,Jornada 7,Temporada2020,1,0,4,"0,162614","1,2"
Eibar,Jornada 8,Temporada2020,1,0,2,"0,196804","1,2"
Eibar,Jornada 9,Temporada2020,0,0,5,"0,229623","1,3"
Eibar,Jornada 10,Temporada2020,1,0,4,"0,162614","1,2"
Eibar,Jornada 11,Temporada2020,0,0,4,"0,246718","1,3"
Eibar,Jornada 12,Temporada2020,0,0,1,"0,298003","1,3"
Eibar,Jornada 13,Temporada2020,0,0,2,"0,280908","1,3"
Eibar,Jornada 14,Temporada2020,1,0,2,"0,196804","1,2"
Eibar,Jornada 15,Temporada2020,0,0,3,"0,263813","1,3"
Eibar,Jornada 16,Temporada2020,1,0,4,"0,162614","1,2"
Eibar,Jornada 17,Temporada2020,1,1,4,"0,269639","1,3"
Eibar,Jornada 18,Temporada2020,0,1,1,"0,405029","1,5"
Eibar,Jornada 19,Temporada2020,0,0,2,"0,280908","1,3"
Eibar,Jornada 20,Temporada2020,0,0,2,"0,280908","1,3"
Eibar,Jornada 21,Temporada2020,0,1,0,"0,422124","1,5"
Eibar,Jornada 22,Temporada2020,1,0,1,"0,213899","1,2"
Eibar,Jornada 23,Temporada2020,1,0,2,"0,196804","1,2"
Eibar,Jornada 24,Temporada2020,1,1,5,"0,252544","1,3"
Eibar,Jornada 25,Temporada2020,0,0,4,"0,246718","1,3"
Eibar,Jornada 26,Temporada2020,0,0,6,"0,212528","1,2"
Eibar,Jornada 27,Temporada2020,0,0,1,"0,298003","1,3"
Espanyol,Jornada 1,Temporada2017,2,1,0,"0,253915","1,3"
Espanyol,Jornada 2,Temporada2017,0,1,2,"0,387934","1,5"
Espanyol,Jornada 3,Temporada2017,1,1,2,"0,303829","1,4"
Espanyol,Jornada 4,Temporada2017,0,1,1,"0,405029","1,5"
Espanyol,Jornada 5,Temporada2017,0,0,2,"0,280908","1,3"
Espanyol,Jornada 6,Temporada2017,0,1,1,"0,405029","1,5"
Espanyol,Jornada 7,Temporada2017,0,0,3,"0,263813","1,3"
Espanyol,Jornada 8,Temporada2017,0,0,4,"0,246718","1,3"
Espanyol,Jornada 9,Temporada2017,1,0,3,"0,179709","1,2"
Espanyol,Jornada 10,Temporada2017,0,0,3,"0,263813","1,3"
Espanyol,Jornada 11,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 12,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 13,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 14,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 15,Temporada2017,0,1,2,"0,387934","1,5"
Espanyol,Jornada 16,Temporada2017,0,1,3,"0,370839","1,4"
Espanyol,Jornada 17,Temporada2017,0,0,4,"0,246718","1,3"
Espanyol,Jornada 18,Temporada2017,0,0,3,"0,263813","1,3"
Espanyol,Jornada 19,Temporada2017,0,0,3,"0,263813","1,3"
Espanyol,Jornada 20,Temporada2017,0,0,0,"0,315098","1,4"
Espanyol,Jornada 21,Temporada2017,0,0,0,"0,315098","1,4"
Espanyol,Jornada 22,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 23,Temporada2017,0,0,3,"0,263813","1,3"
Espanyol,Jornada 24,Temporada2017,0,0,3,"0,263813","1,3"
Espanyol,Jornada 25,Temporada2017,1,1,1,"0,320924","1,4"
Espanyol,Jornada 26,Temporada2017,1,0,4,"0,162614","1,2"
Espanyol,Jornada 27,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 28,Temporada2017,0,0,2,"0,280908","1,3"
Espanyol,Jornada 29,Temporada2017,1,0,3,"0,179709","1,2"
Espanyol,Jornada 30,Temporada2017,0,0,5,"0,229623","1,3"
Espanyol,Jornada 31,Temporada2017,0,0,5,"0,229623","1,3"
Espanyol,Jornada 32,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 33,Temporada2017,1,0,1,"0,213899","1,2"
Espanyol,Jornada 34,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 35,Temporada2017,0,0,1,"0,298003","1,3"
Espanyol,Jornada 36,Temporada2017,1,1,3,"0,286734","1,3"
Espanyol,Jornada 37,Temporada2017,1,1,2,"0,303829","1,4"
Espanyol,Jornada 38,Temporada2017,0,0,2,"0,280908","1,3"
Espanyol,Jornada 1,Temporada2018,0,0,0,"0,315098","1,4"
Espanyol,Jornada 2,Temporada2018,1,1,1,"0,320924","1,4"
Espanyol,Jornada 3,Temporada2018,0,0,4,"0,246718","1,3"
Espanyol,Jornada 4,Temporada2018,0,0,1,"0,298003","1,3"
Espanyol,Jornada 5,Temporada2018,0,0,0,"0,315098","1,4"
Espanyol,Jornada 6,Temporada2018,0,0,1,"0,298003","1,3"
Espanyol,Jornada 7,Temporada2018,1,1,3,"0,286734","1,3"
Espanyol,Jornada 8,Temporada2018,1,0,2,"0,196804","1,2"
Espanyol,Jornada 9,Temporada2018,0,0,1,"0,298003","1,3"
Espanyol,Jornada 10,Temporada2018,0,0,0,"0,315098","1,4"
Espanyol,Jornada 11,Temporada2018,0,1,0,"0,422124","1,5"
Espanyol,Jornada 12,Temporada2018,0,1,2,"0,387934","1,5"
Espanyol,Jornada 13,Temporada2018,0,0,2,"0,280908","1,3"
Espanyol,Jornada 14,Temporada2018,0,1,0,"0,422124","1,5"
Espanyol,Jornada 15,Temporada2018,0,0,1,"0,298003","1,3"
Espanyol,Jornada 16,Temporada2018,0,0,3,"0,263813","1,3"
Espanyol,Jornada 17,Temporada2018,0,0,2,"0,280908","1,3"
Espanyol,Jornada 18,Temporada2018,0,1,1,"0,405029","1,5"
Espanyol,Jornada 19,Temporada2018,1,1,3,"0,286734","1,3"
Espanyol,Jornada 20,Temporada2018,1,0,5,"0,145519","1,2"
Espanyol,Jornada 21,Temporada2018,0,0,5,"0,229623","1,3"
Espanyol,Jornada 22,Temporada2018,1,0,3,"0,179709","1,2"
Espanyol,Jornada 23,Temporada2018,0,0,1,"0,298003","1,3"
Espanyol,Jornada 24,Temporada2018,1,0,2,"0,196804","1,2"
Espanyol,Jornada 25,Temporada2018,0,0,2,"0,280908","1,3"
Espanyol,Jornada 26,Temporada2018,0,0,2,"0,280908","1,3"
Espanyol,Jornada 27,Temporada2018,0,1,2,"0,387934","1,5"
Espanyol,Jornada 28,Temporada2018,1,1,2,"0,303829","1,4"
Espanyol,Jornada 29,Temporada2018,0,0,0,"0,315098","1,4"
Espanyol,Jornada 30,Temporada2018,0,0,3,"0,263813","1,3"
Espanyol,Jornada 31,Temporada2018,0,0,5,"0,229623","1,3"
Espanyol,Jornada 32,Temporada2018,0,0,1,"0,298003","1,3"
Espanyol,Jornada 33,Temporada2018,0,0,4,"0,246718","1,3"
Espanyol,Jornada 34,Temporada2018,1,1,3,"0,286734","1,3"
Espanyol,Jornada 35,Temporada2018,0,0,4,"0,246718","1,3"
Espanyol,Jornada 36,Temporada2018,0,0,3,"0,263813","1,3"
Espanyol,Jornada 37,Temporada2018,0,1,2,"0,387934","1,5"
Espanyol,Jornada 38,Temporada2018,1,1,3,"0,286734","1,3"
Espanyol,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Espanyol,Jornada 2,Temporada2019,0,0,2,"0,280908","1,3"
Espanyol,Jornada 3,Temporada2019,1,0,0,"0,230994","1,3"
Espanyol,Jornada 4,Temporada2019,0,0,0,"0,315098","1,4"
Espanyol,Jornada 5,Temporada2019,0,0,3,"0,263813","1,3"
Espanyol,Jornada 6,Temporada2019,0,0,5,"0,229623","1,3"
Espanyol,Jornada 7,Temporada2019,0,0,5,"0,229623","1,3"
Espanyol,Jornada 8,Temporada2019,0,0,3,"0,263813","1,3"
Espanyol,Jornada 9,Temporada2019,0,0,1,"0,298003","1,3"
Espanyol,Jornada 10,Temporada2019,0,0,2,"0,280908","1,3"
Espanyol,Jornada 11,Temporada2019,0,0,2,"0,280908","1,3"
Espanyol,Jornada 12,Temporada2019,1,1,2,"0,303829","1,4"
Espanyol,Jornada 13,Temporada2019,0,1,2,"0,387934","1,5"
Espanyol,Jornada 14,Temporada2019,1,0,3,"0,179709","1,2"
Espanyol,Jornada 15,Temporada2019,0,0,3,"0,263813","1,3"
Espanyol,Jornada 16,Temporada2019,0,0,5,"0,229623","1,3"
Espanyol,Jornada 17,Temporada2019,2,0,3,"0,095604","1,1"
Espanyol,Jornada 18,Temporada2019,0,0,2,"0,280908","1,3"
Espanyol,Jornada 19,Temporada2019,0,0,2,"0,280908","1,3"
Espanyol,Jornada 20,Temporada2019,1,1,4,"0,269639","1,3"
Espanyol,Jornada 21,Temporada2019,1,0,5,"0,145519","1,2"
Espanyol,Jornada 22,Temporada2019,1,0,5,"0,145519","1,2"
Espanyol,Jornada 23,Temporada2019,0,1,3,"0,370839","1,4"
Espanyol,Jornada 24,Temporada2019,0,0,4,"0,246718","1,3"
Espanyol,Jornada 25,Temporada2019,1,0,1,"0,213899","1,2"
Espanyol,Jornada 26,Temporada2019,0,1,1,"0,405029","1,5"
Espanyol,Jornada 27,Temporada2019,0,0,4,"0,246718","1,3"
Espanyol,Jornada 28,Temporada2019,1,0,3,"0,179709","1,2"
Espanyol,Jornada 29,Temporada2019,0,0,4,"0,246718","1,3"
Espanyol,Jornada 30,Temporada2019,0,0,4,"0,246718","1,3"
Espanyol,Jornada 31,Temporada2019,1,0,2,"0,196804","1,2"
Espanyol,Jornada 32,Temporada2019,1,1,1,"0,320924","1,4"
Espanyol,Jornada 33,Temporada2019,0,0,2,"0,280908","1,3"
Espanyol,Jornada 34,Temporada2019,1,1,3,"0,286734","1,3"
Espanyol,Jornada 35,Temporada2019,0,1,4,"0,353744","1,4"
Espanyol,Jornada 36,Temporada2019,1,1,4,"0,269639","1,3"
Espanyol,Jornada 37,Temporada2019,1,1,1,"0,320924","1,4"
Espanyol,Jornada 38,Temporada2019,0,0,1,"0,298003","1,3"
Espanyol,Jornada 1,Temporada2020,0,0,0,"0,315098","1,4"
Espanyol,Jornada 2,Temporada2020,1,0,4,"0,162614","1,2"
Espanyol,Jornada 3,Temporada2020,0,0,1,"0,298003","1,3"
Espanyol,Jornada 4,Temporada2020,0,1,3,"0,370839","1,4"
Espanyol,Jornada 5,Temporada2020,1,0,4,"0,162614","1,2"
Espanyol,Jornada 6,Temporada2020,0,0,3,"0,263813","1,3"
Espanyol,Jornada 7,Temporada2020,1,0,1,"0,213899","1,2"
Espanyol,Jornada 8,Temporada2020,0,0,6,"0,212528","1,2"
Espanyol,Jornada 9,Temporada2020,1,0,5,"0,145519","1,2"
Espanyol,Jornada 10,Temporada2020,1,0,1,"0,213899","1,2"
Espanyol,Jornada 11,Temporada2020,0,0,2,"0,280908","1,3"
Espanyol,Jornada 12,Temporada2020,0,0,3,"0,263813","1,3"
Espanyol,Jornada 13,Temporada2020,1,1,1,"0,320924","1,4"
Espanyol,Jornada 14,Temporada2020,0,1,3,"0,370839","1,4"
Espanyol,Jornada 15,Temporada2020,2,0,1,"0,129794","1,1"
Espanyol,Jornada 16,Temporada2020,0,0,4,"0,246718","1,3"
Espanyol,Jornada 17,Temporada2020,0,1,1,"0,405029","1,5"
Espanyol,Jornada 18,Temporada2020,0,0,0,"0,315098","1,4"
Espanyol,Jornada 19,Temporada2020,1,0,3,"0,179709","1,2"
Espanyol,Jornada 20,Temporada2020,0,0,1,"0,298003","1,3"
Espanyol,Jornada 21,Temporada2020,0,0,2,"0,280908","1,3"
Espanyol,Jornada 22,Temporada2020,1,0,4,"0,162614","1,2"
Espanyol,Jornada 23,Temporada2020,0,0,2,"0,280908","1,3"
Espanyol,Jornada 24,Temporada2020,0,0,3,"0,263813","1,3"
Espanyol,Jornada 25,Temporada2020,0,0,2,"0,280908","1,3"
Espanyol,Jornada 26,Temporada2020,0,0,3,"0,263813","1,3"
Espanyol,Jornada 27,Temporada2020,1,0,1,"0,213899","1,2"
Getafe,Jornada 1,Temporada2018,0,0,0,"0,315098","1,4"
Getafe,Jornada 2,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 3,Temporada2018,0,0,0,"0,315098","1,4"
Getafe,Jornada 4,Temporada2018,0,1,0,"0,422124","1,5"
Getafe,Jornada 5,Temporada2018,0,0,1,"0,298003","1,3"
Getafe,Jornada 6,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 7,Temporada2018,0,0,0,"0,315098","1,4"
Getafe,Jornada 8,Temporada2018,0,1,1,"0,405029","1,5"
Getafe,Jornada 9,Temporada2018,1,0,1,"0,213899","1,2"
Getafe,Jornada 10,Temporada2018,0,0,1,"0,298003","1,3"
Getafe,Jornada 11,Temporada2018,0,0,3,"0,263813","1,3"
Getafe,Jornada 12,Temporada2018,0,0,1,"0,298003","1,3"
Getafe,Jornada 13,Temporada2018,0,0,0,"0,315098","1,4"
Getafe,Jornada 14,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 15,Temporada2018,0,0,3,"0,263813","1,3"
Getafe,Jornada 16,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 17,Temporada2018,0,0,1,"0,298003","1,3"
Getafe,Jornada 18,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 19,Temporada2018,0,0,3,"0,263813","1,3"
Getafe,Jornada 20,Temporada2018,1,1,2,"0,303829","1,4"
Getafe,Jornada 21,Temporada2018,0,1,3,"0,370839","1,4"
Getafe,Jornada 22,Temporada2018,0,0,3,"0,263813","1,3"
Getafe,Jornada 23,Temporada2018,0,1,1,"0,405029","1,5"
Getafe,Jornada 24,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 25,Temporada2018,0,0,4,"0,246718","1,3"
Getafe,Jornada 26,Temporada2018,0,1,5,"0,336649","1,4"
Getafe,Jornada 27,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 28,Temporada2018,0,0,4,"0,246718","1,3"
Getafe,Jornada 29,Temporada2018,0,0,1,"0,298003","1,3"
Getafe,Jornada 30,Temporada2018,0,0,2,"0,280908","1,3"
Getafe,Jornada 31,Temporada2018,0,0,3,"0,263813","1,3"
Getafe,Jornada 32,Temporada2018,0,0,4,"0,246718","1,3"
Getafe,Jornada 33,Temporada2018,0,0,1,"0,298003","1,3"
Getafe,Jornada 34,Temporada2018,1,1,3,"0,286734","1,3"
Getafe,Jornada 35,Temporada2018,0,1,3,"0,370839","1,4"
Getafe,Jornada 36,Temporada2018,1,1,5,"0,252544","1,3"
Getafe,Jornada 37,Temporada2018,0,0,5,"0,229623","1,3"
